product_id,product_name,brand,category,price,rating,stock,features,description
P1206,DJI Mavic 4 Pro,DJI,Cameras,1999,4.9,90,Triple Camera;8K Video;Obstacle Avoidance,Advanced aerial drone
P1207,Insta360 Ace Pro 2,Insta360,Cameras,449,4.8,100,8K Video;AI Tracking;Waterproof,Action camera for creators
P1208,GoPro HERO13 Black Max,GoPro,Cameras,599,4.8,120,360 Capture;5.3K;HyperSmooth,Advanced action camera
P1209,Sony ZV-1 II,Sony,Cameras,799,4.7,85,Wide Lens;4K Video;Vlogging,Creator compact camera
P1210,Canon R100,Canon,Cameras,599,4.6,140,24MP;4K Video;Entry Mirrorless,Beginner-friendly camera
,,,,,,,,
P1211,Samsung Neo QLED 8K QN900D,Samsung,Televisions,3999,4.9,25,8K;Mini LED;AI Upscaling,Ultra-premium 8K TV
P1212,LG OLED M4 77,LG,Televisions,4999,4.9,20,Wireless OLED;4K;120Hz,Next-gen wireless OLED TV
P1213,Sony Bravia 9 75,Sony,Televisions,3499,4.9,18,QD-Mini LED;4K;XR Processor,Flagship cinema TV
P1214,TCL X11H 85,TCL,Televisions,2999,4.8,40,Mini LED;8K;HDR3000,Bright ultra-large TV
P1215,Hisense UX 85,Hisense,Televisions,2499,4.7,50,Mini LED;4K;HDR2000,Premium large-screen TV
P1216,Philips OLED+ 77,Philips,Televisions,2799,4.8,30,OLED;Ambilight;AI Processing,Immersive entertainment TV
P1217,Samsung Q80C 65,Samsung,Televisions,1199,4.6,120,QLED;4K;120Hz,Mid-range gaming TV
P1218,LG NanoCell 75,LG,Televisions,999,4.5,140,NanoCell;4K;Smart TV,Budget large TV
P1219,Sony X85L 55,Sony,Televisions,899,4.6,110,4K;120Hz;LED,Affordable performance TV
P1220,TCL S5 50,TCL,Televisions,399,4.4,200,4K;HDR;Smart TV,Budget smart TV
,,,,,,,,
P1221,Apple Watch Ultra 3,Apple,Wearables,899,4.9,90,Titanium;AI Health;GPS,Rugged premium smartwatch
P1222,Samsung Galaxy Watch 8 Classic,Samsung,Wearables,449,4.7,120,Rotating Bezel;Health Tracking,Premium smartwatch
P1223,Garmin Epix Pro 2,Garmin,Wearables,1099,4.9,60,AMOLED;Multisport;GPS,Professional sports watch
P1224,Fitbit Charge 7,Fitbit,Wearables,149,4.5,180,Health Tracking;Sleep Score,Advanced fitness tracker
P1225,Amazfit T-Rex Ultra,Amazfit,Wearables,299,4.6,140,Rugged Build;GPS;Battery Life,Outdoor smartwatch
P1226,Oura Ring Gen 6,Oura,Wearables,449,4.9,100,Advanced Sleep;AI Recovery,Smart health ring
P1227,Whoop 5 Pro,Whoop,Wearables,349,4.8,120,Performance Tracking;Sleep Recovery,Athlete wearable
P1228,Polar Ignite 3,Polar,Wearables,249,4.6,160,Fitness Tracking;GPS;AMOLED,Training smartwatch
P1229,Suunto Race,Suunto,Wearables,399,4.7,110,Sport Metrics;GPS;Durability,Endurance sports watch
P1230,Xiaomi Watch S4,Xiaomi,Wearables,199,4.5,200,AMOLED;Fitness;GPS,Budget smartwatch
P1231,Google Pixel 10,Google,Smartphones,999,4.8,120,Tensor G6;AI Camera;256GB,Next-gen AI smartphone with improved photography
P1232,Samsung Galaxy S25 Ultra,Samsung,Smartphones,1299,4.9,100,200MP Camera;S Pen;Snapdragon 8 Gen 4,Ultra flagship smartphone for professionals
P1233,OnePlus 14,OnePlus,Smartphones,799,4.7,150,100W Charging;Snapdragon Elite;AI Display,Fast flagship smartphone
P1234,Xiaomi 15 Ultra,Xiaomi,Smartphones,1099,4.8,130,Leica Quad Camera;1-inch Sensor,Photography flagship smartphone
P1235,Vivo X110 Pro,Vivo,Smartphones,1199,4.8,90,Zeiss Optics;2K Display;5G,Premium camera smartphone
P1236,Oppo Find X8 Pro,Oppo,Smartphones,1099,4.7,110,Periscope Zoom;AI Imaging;120Hz,Advanced photography phone
P1237,Realme GT 8 Ultra,Realme,Smartphones,599,4.6,170,144Hz;Snapdragon Elite;150W Charge,High performance budget flagship
P1238,Motorola Edge 70 Ultra,Motorola,Smartphones,899,4.6,140,AI Camera;144Hz;5000mAh,Smooth premium smartphone
P1239,Nothing Phone 4,Nothing,Smartphones,699,4.6,160,Glyph Matrix;AI OS;256GB,Unique design smartphone
P1240,Asus ROG Phone 9,ASUS,Smartphones,999,4.8,120,Gaming Trigger;165Hz;Snapdragon Elite,Ultimate gaming phone
,,,,,,,,
P1241,MacBook Air M4,Apple,Laptops,1199,4.9,140,M4 Chip;16GB RAM;512GB SSD,Lightweight next-gen Apple laptop
P1242,MacBook Pro 16 M4 Max,Apple,Laptops,2799,4.9,70,M4 Max;36GB RAM;1TB SSD,Extreme performance Apple laptop
P1243,HP Spectre x360 16,HP,Laptops,1599,4.7,90,OLED;Intel Ultra 9;16GB RAM,Convertible premium laptop
P1244,Dell XPS 15 Plus,Dell,Laptops,1799,4.8,80,Intel Ultra 9;RTX 4060;OLED,Creator-grade laptop
P1245,Lenovo ThinkBook 16p,Lenovo,Laptops,1399,4.6,110,Ryzen 9;RTX 4050;16GB RAM,Workstation laptop
P1246,ASUS ROG Strix Scar 18,ASUS,Laptops,2599,4.9,60,RTX 4090;32GB RAM;240Hz,Extreme gaming laptop
P1247,Acer Nitro 17,Acer,Laptops,1299,4.7,140,RTX 4060;Ryzen 7;165Hz,Budget gaming powerhouse
P1248,MSI Stealth 16 Studio,MSI,Laptops,2199,4.8,70,RTX 4070;Intel Ultra 9;OLED,Creator gaming laptop
P1249,LG Gram SuperSlim 15,LG,Laptops,1099,4.6,120,Ultra Light;OLED;16GB RAM,Thin productivity laptop
P1250,Razer Blade 14 2026,Razer,Laptops,2299,4.9,50,RTX 4080;32GB RAM;Ultra Thin,Premium gaming laptop
,,,,,,,,
P1251,Nike Alphafly 3 Elite,Nike,Running Shoes,280,4.9,150,Carbon Plate;ZoomX;Race Foam,Elite marathon racing shoe
P1252,Adidas Prime X 2 Strung,Adidas,Running Shoes,250,4.8,140,Stacked Foam;Carbon Rods,Max cushion racing shoe
P1253,ASICS Metaspeed Sky+,ASICS,Running Shoes,240,4.8,160,Carbon Plate;Speed Foam,Race day performance shoe
P1254,Hoka Cielo X1,Hoka,Running Shoes,230,4.8,150,Carbon Plate;Light Cushion,Racing shoe for speed
P1255,New Balance Rebel v4,New Balance,Running Shoes,140,4.6,200,Light Foam;Fast Training,Daily speed trainer
P1256,Puma Nitro Elite 3,Puma,Running Shoes,220,4.8,170,Carbon Plate;Nitro Foam,Race performance shoe
P1257,Brooks Glycerin 22,Brooks,Running Shoes,160,4.7,180,Soft Cushion;DNA Loft v3,Comfort running shoe
P1258,Saucony Ride 17,Saucony,Running Shoes,140,4.6,190,PWRRUN Foam;Neutral Ride,Daily running shoe
P1259,Under Armour Infinite Elite,Under Armour,Running Shoes,150,4.6,170,Energy Foam;Support Fit,Training shoe
P1260,Reebok Floatride Energy 6,Reebok,Running Shoes,130,4.5,210,Energy Foam;Lightweight,Budget performance shoe
,,,,,,,,
P1261,Canon EOS R1,Canon,Cameras,5999,4.9,20,Global Shutter;8K Video;Pro Body,Flagship professional camera
P1262,Sony A9 III,Sony,Cameras,5499,4.9,25,Global Shutter;20fps;Pro Sport,High-speed professional camera
P1263,Nikon Z9 II,Nikon,Cameras,5999,4.9,22,45MP;8K;Pro Build,Top-tier flagship camera
P1264,Fujifilm X100VI,Fujifilm,Cameras,1599,4.9,60,40MP;Fixed Lens;Street Camera,Premium compact camera
P1265,Panasonic GH7,Panasonic,Cameras,2199,4.8,40,6K Video;IBIS;Micro Four Thirds,Video creator camera
P1266,DJI Mini 5 Pro,DJI,Cameras,999,4.9,120,4K Drone;Lightweight;AI Tracking,Compact drone for creators
P1267,GoPro HERO14 Black,GoPro,Cameras,499,4.8,150,5.3K Video;HyperSmooth;Waterproof,Action camera upgrade
P1268,Insta360 X5,Insta360,Cameras,699,4.8,110,360 Video;8K;AI Editing,Next-gen 360 camera
P1269,Sony ZV-E2,Sony,Cameras,899,4.7,100,4K Vlog;AI Focus;Lightweight,Creator-focused camera
P1270,Canon R200,Canon,Cameras,649,4.6,130,Entry Mirrorless;4K;Compact,Beginner camera
P1271,Google Pixel 10 Pro XL,Google,Smartphones,1199,4.9,110,Tensor G6;1-inch Sensor;AI Imaging,Ultra premium Pixel flagship
P1272,Samsung Galaxy S26,Samsung,Smartphones,999,4.8,140,AI Chip;200MP Camera;120Hz,Next-gen Samsung flagship
P1273,OnePlus 14T,OnePlus,Smartphones,649,4.6,180,Dimensity 9400;120W Charging,Affordable performance flagship
P1274,Xiaomi 16 Pro Max,Xiaomi,Smartphones,1199,4.8,120,Leica Quad Camera;2K Display,Premium photography smartphone
P1275,Vivo X120 Ultra,Vivo,Smartphones,1299,4.9,80,Zeiss 1-inch Sensor;AI Portrait,Ultra camera flagship
P1276,Oppo Find X9,Oppo,Smartphones,1099,4.7,100,Periscope Zoom;AI Night Mode,Advanced imaging phone
P1277,Realme GT 9 Pro,Realme,Smartphones,699,4.6,160,144Hz;Snapdragon Elite;150W Fast Charge,High-speed budget flagship
P1278,Motorola Edge 70 Fusion,Motorola,Smartphones,549,4.5,150,AI Camera;OLED;5G,Smooth mid-range phone
P1279,Nothing Phone 4 Pro,Nothing,Smartphones,799,4.7,130,Glyph Interface;AI OS;256GB,Premium design phone
P1280,Asus Zenfone 11 Ultra,ASUS,Smartphones,899,4.6,120,144Hz Display;Snapdragon Elite,Compact flagship smartphone
,,,,,,,,
P1281,MacBook Air M4 Pro,Apple,Laptops,1399,4.9,130,M4 Chip;18GB RAM;512GB SSD,Enhanced ultra-light Apple laptop
P1282,MacBook Pro 14 M4 Max,Apple,Laptops,2599,4.9,75,M4 Max;32GB RAM;1TB SSD,Professional creative laptop
P1283,HP EliteBook 1040 G11,HP,Laptops,1499,4.7,90,Intel Ultra 7;Security;16GB RAM,Enterprise business laptop
P1284,Dell XPS 17 2026,Dell,Laptops,2199,4.8,70,RTX 4070;OLED;Ultra 9,Large premium creator laptop
P1285,Lenovo Legion Slim 7i,Lenovo,Laptops,1799,4.8,85,RTX 4070;Ultra 9;Slim Gaming,Thin gaming laptop
P1286,ASUS ROG Flow Z13,ASUS,Laptops,1599,4.7,95,Tablet PC;RTX 4060;Touchscreen,Convertible gaming device
P1287,Acer Predator Triton 17X,Acer,Laptops,2499,4.9,60,RTX 4090;Ultra 9;240Hz,Elite gaming laptop
P1288,MSI Titan GT77,MSI,Laptops,3999,4.9,30,RTX 4090;Desktop CPU;32GB RAM,Extreme performance laptop
P1289,LG Gram 17 Pro,LG,Laptops,1299,4.6,110,Ultra Light;RTX 4050;Large Display,Portable large laptop
P1290,Razer Blade 16 OLED,Razer,Laptops,2999,4.9,45,RTX 4090;OLED;Ultra Thin,Premium gaming laptop
,,,,,,,,
P1291,Nike Vaporfly 4 Elite,Nike,Running Shoes,270,4.9,160,Carbon Plate;ZoomX;Race Foam,Elite marathon racing shoe
P1292,Adidas Adios Pro 5,Adidas,Running Shoes,230,4.8,150,Carbon Rods;Lightstrike Pro,Race performance shoe
P1293,ASICS Metaspeed Edge+,ASICS,Running Shoes,240,4.8,140,Carbon Plate;Speed Focus,Racing shoe for cadence runners
P1294,Hoka Mach X 2,Hoka,Running Shoes,180,4.7,170,Responsive Foam;Speed Trainer,Fast training shoe
P1295,New Balance SC Trainer v3,New Balance,Running Shoes,200,4.8,160,Carbon Plate;Cushion Foam,Long distance trainer
P1296,Puma Deviate Nitro 4,Puma,Running Shoes,170,4.7,180,Nitro Foam;Carbon Plate,Versatile performance shoe
P1297,Brooks Hyperion Max 3,Brooks,Running Shoes,180,4.7,175,Light Cushion;Speed Focus,Fast daily trainer
P1298,Saucony Endorphin Pro 5,Saucony,Running Shoes,240,4.9,150,Carbon Plate;Race Foam,Elite racing shoe
P1299,Under Armour Velociti 4,Under Armour,Running Shoes,150,4.6,160,Light Foam;Energy Return,Performance trainer
P1300,Reebok Floatzig Pro 2,Reebok,Running Shoes,140,4.6,200,Zig Foam;Comfort Ride,Daily running shoe
,,,,,,,,
P1301,Canon EOS R3 Mark II,Canon,Cameras,4999,4.9,25,30fps;8K Video;Pro Body,Professional sports camera
P1302,Sony A7 V,Sony,Cameras,2799,4.9,40,33MP;8K Video;IBIS,Hybrid professional camera
P1303,Nikon Z7 III,Nikon,Cameras,3299,4.8,30,High Resolution;8K Video,Professional studio camera
P1304,Fujifilm X-T6,Fujifilm,Cameras,1899,4.9,35,40MP;IBIS;Film Simulation,Creator-focused camera
P1305,Panasonic S5 III,Panasonic,Cameras,2299,4.8,28,6K Video;Full Frame;IBIS,Hybrid video camera
P1306,DJI Air 4,DJI,Cameras,1299,4.9,100,4K HDR;AI Flight;Obstacle Avoidance,Advanced drone
P1307,GoPro HERO15 Black,GoPro,Cameras,599,4.8,140,6K Video;HyperSmooth;Waterproof,Next-gen action camera
P1308,Insta360 X6,Insta360,Cameras,799,4.9,120,8K 360 Video;AI Editing,Professional 360 camera
P1309,Sony ZV-E3,Sony,Cameras,999,4.8,90,4K Vlog;AI Focus;Lightweight,Creator camera
P1310,Canon R10 Mark II,Canon,Cameras,799,4.7,110,24MP;4K 60fps;Compact,Entry-level mirrorless
,,,,,,,,
P1311,Samsung Neo QLED 8K QN95E,Samsung,Televisions,4299,4.9,22,8K;Mini LED;AI Upscaling,Ultra premium TV
P1312,LG OLED G5 77,LG,Televisions,4499,4.9,25,OLED evo;4K;AI Processor,Flagship OLED TV
P1313,Sony Bravia 10,Sony,Televisions,3799,4.9,18,QD-OLED;4K;XR AI,Cinema-grade TV
P1314,TCL X12 85,TCL,Televisions,3199,4.8,40,Mini LED;8K;HDR Pro,Large premium TV
P1315,Hisense UX 100,Hisense,Televisions,2999,4.8,35,Mini LED;4K;HDR Ultra,Extra-large premium TV
P1316,Philips OLED+ 85,Philips,Televisions,3499,4.8,28,OLED;Ambilight;AI,Immersive large TV
P1317,Samsung Q70D 65,Samsung,Televisions,999,4.6,150,QLED;4K;120Hz,Mid-range smart TV
P1318,LG NanoCell 86,LG,Televisions,1199,4.5,140,NanoCell;4K;HDR,Budget large TV
P1319,Sony X80L 75,Sony,Televisions,1099,4.6,130,4K;LED;Smart TV,Affordable big TV
P1320,TCL S6 55,TCL,Televisions,449,4.4,200,4K;HDR;Smart OS,Budget smart TV
,,,,,,,,
P1321,Apple Watch SE 4,Apple,Wearables,279,4.6,190,Heart Rate;GPS;Sleep Tracking,Affordable smartwatch
P1322,Samsung Galaxy Watch 9,Samsung,Wearables,499,4.8,120,Health AI;GPS;AMOLED,Premium smartwatch
P1323,Garmin Fenix 8 Pro,Garmin,Wearables,1199,4.9,70,Multisport;Solar;Advanced GPS,Pro outdoor watch
P1324,Fitbit Charge 8,Fitbit,Wearables,159,4.5,210,Health Tracking;Sleep Score,Updated fitness tracker
P1325,Amazfit GTR 6,Amazfit,Wearables,199,4.6,180,AMOLED;GPS;Battery Life,Budget smartwatch
P1326,Oura Ring Gen 7,Oura,Wearables,499,4.9,120,AI Sleep Tracking;Recovery,Advanced smart ring
P1327,Whoop 6 Pro,Whoop,Wearables,379,4.8,130,Performance Tracking;Strain Analysis,Athlete wearable
P1328,Polar Vantage V4,Polar,Wearables,649,4.8,80,Training Load;GPS;AMOLED,Professional sports watch
P1329,Suunto Vertical 2,Suunto,Wearables,699,4.7,90,Outdoor GPS;Durability,Adventure smartwatch
P1330,Xiaomi Watch S5,Xiaomi,Wearables,219,4.5,220,AMOLED;Fitness;GPS,Budget smartwatch
P1331,Pixel Slate X,Google,Tablets,799,4.6,120,Tensor G5;12.4in Display;Stylus Support,Premium productivity tablet
P1332,Galaxy Book Ultra 16,Samsung,Laptops,1899,4.8,70,OLED;RTX 4070;Ultra 9,High-end creator laptop
P1333,AirPods Max 2,Apple,Headphones,549,4.8,90,Spatial Audio;ANC;USB-C,Premium over-ear headphones
P1334,Soundcore AeroFit Pro,Anker,Headphones,129,4.5,200,Open Ear;Bluetooth 5.3;Water Resistant,Sport earbuds
P1335,Pixel Buds Pro 2,Google,Headphones,199,4.6,160,ANC;AI Audio;Wireless,Smart earbuds for Pixel ecosystem
P1336,Xiaomi Smart TV Stick 4K,Xiaomi,Televisions,49,4.4,300,4K Streaming;HDR;Compact,Streaming device for any TV
P1337,Fitbit Sense 3,Fitbit,Wearables,249,4.6,180,ECG;Stress Tracking;GPS,Health-focused smartwatch
P1338,Garmin Instinct 3,Garmin,Wearables,499,4.8,140,Rugged GPS;Solar Charging,Outdoor adventure watch
P1339,Oppo Watch X,Oppo,Wearables,299,4.5,160,AMOLED;Health AI;GPS,Smartwatch with fitness focus
P1340,Noise ColorFit Ultra 3,Noise,Wearables,79,4.4,400,SpO2;Heart Rate;1.96in Display,Budget fitness smartwatch
,,,,,,,,
P1341,Alienware x14 R3,Dell,Laptops,1899,4.7,65,RTX 4060;Ultra 7;Compact Gaming,Thin gaming laptop
P1342,Surface Pro 10,Microsoft,Laptops,1299,4.7,110,Touchscreen;Stylus;AI Copilot,2-in-1 productivity device
P1343,Redmi Pad Pro 5G,Xiaomi,Tablets,399,4.5,180,120Hz;Snapdragon 7s;Large Display,Budget tablet
P1344,iPad Air M3,Apple,Tablets,699,4.8,140,M3 Chip;Liquid Retina;Apple Pencil,Powerful lightweight tablet
P1345,Galaxy Tab S10 Ultra,Samsung,Tablets,1199,4.9,90,14.6in AMOLED;S Pen;120Hz,Ultra-premium Android tablet
P1346,Lenovo Tab P13 Pro,Lenovo,Tablets,499,4.6,130,OLED;Stylus;Media Focus,Entertainment tablet
P1347,ASUS ROG Ally X,ASUS,Gaming Consoles,699,4.7,150,Ryzen Z2;Handheld PC;120Hz,Portable gaming device
P1348,Steam Deck OLED 2,Valve,Gaming Consoles,549,4.8,180,OLED;SteamOS;Handheld Gaming,PC gaming handheld
P1349,Nintendo Switch 2,Nintendo,Gaming Consoles,449,4.9,220,Hybrid Console;4K Docked,Next-gen gaming console
P1350,PlayStation Portal Slim,Sony,Gaming Consoles,299,4.6,200,Remote Play;8in Display,Cloud gaming device
,,,,,,,,
P1351,Canon Pixma G7020,Canon,Printers,249,4.5,160,Ink Tank;WiFi;Scan/Copy,Home office printer
P1352,HP LaserJet Pro M404,HP,Printers,199,4.6,140,Laser;Fast Print;Business Use,Office laser printer
P1353,Epson EcoTank ET-4850,Epson,Printers,329,4.7,150,Ink Tank;Wireless;Auto Duplex,Efficient home printer
P1354,Brother HL-L2395DW,Brother,Printers,179,4.6,180,Laser;Mono;Compact,Affordable office printer
P1355,Logitech MX Master 4,Logitech,Accessories,129,4.8,250,Ergonomic;Wireless;USB-C,Premium productivity mouse
P1356,Razer DeathAdder V3 Pro,Razer,Accessories,149,4.7,200,Ultra Light;Wireless;Gaming Sensor,Pro gaming mouse
P1357,Keychron K8 Pro,Keychron,Accessories,99,4.6,220,Mechanical;Bluetooth;RGB,Wireless mechanical keyboard
P1358,Apple Magic Keyboard 2,Apple,Accessories,109,4.7,180,Scissor Keys;Wireless;Rechargeable,Apple ecosystem keyboard
P1359,Samsung T9 SSD 2TB,Samsung,Storage,199,4.8,160,USB 3.2;Portable SSD;Fast Speed,High-speed external storage
P1360,SanDisk Extreme Pro 1TB,SanDisk,Storage,149,4.7,200,SSD;Portable;Water Resistant,Rugged storage drive
,,,,,,,,
P1361,GoPro Hero 11 Mini,GoPro,Cameras,299,4.6,180,Compact;5.3K;Stabilization,Small action camera
P1362,DJI Neo Drone,DJI,Cameras,199,4.5,220,Mini Drone;4K;AI Tracking,Beginner drone
P1363,Insta360 Go 4,Insta360,Cameras,249,4.6,200,Thumb Camera;Stabilization,Ultra compact action cam
P1364,Sony ZV-1F Pro,Sony,Cameras,699,4.7,140,Vlogging;Wide Lens;4K,Creator compact camera
P1365,Nikon Coolpix P1100,Nikon,Cameras,499,4.5,160,125x Zoom;4K;Bridge Camera,Long zoom camera
P1366,Canon EOS M200 II,Canon,Cameras,599,4.6,150,Mirrorless;Compact;4K,Entry camera for creators
P1367,LG Smart Monitor 32,LG,Monitors,399,4.6,180,4K;Smart TV OS;USB-C,Hybrid monitor-TV
P1368,Samsung Odyssey G9 Neo,Samsung,Monitors,1299,4.8,90,Curved;240Hz;Ultrawide,Gaming ultrawide monitor
P1369,Dell UltraSharp 27 4K,Dell,Monitors,599,4.7,140,IPS;Color Accurate;USB-C,Professional monitor
P1370,ASUS ProArt 32 6K,ASUS,Monitors,1499,4.9,70,6K;HDR;Design Work,Creative professional monitor
,,,,,,,,
P1371,Nike Tech Backpack 2.0,Nike,Bags,89,4.6,300,Water Resistant;Laptop Compartment,Everyday backpack
P1372,Samsonite LiteBox Pro,Samsonite,Bags,199,4.7,180,Hard Shell;Lightweight;Travel Suitcase,Premium travel luggage
P1373,Wildcraft Rucksack 60L,Wildcraft,Bags,69,4.5,400,Outdoor;Waterproof;Large Capacity,Trekking backpack
P1374,Adidas Gym Duffel Bag,Adidas,Bags,49,4.4,350,Training Bag;Shoe Compartment,Sports duffel bag
P1375,American Tourister Neo,American Tourister,Bags,129,4.6,220,Spinner Wheels;Durable Shell,Travel suitcase
P1376,Boat Stone 350 Pro,boAt,Speakers,49,4.5,500,Bluetooth;Portable;Water Resistant,Budget speaker
P1377,JBL Charge 6,JBL,Speakers,149,4.7,240,Deep Bass;Waterproof;20h Battery,Portable speaker
P1378,Sony SRS-XG500,Sony,Speakers,399,4.8,120,Party Speaker;Bass Boost,High power speaker
P1379,Bose SoundLink Max,Bose,Speakers,299,4.8,140,Premium Audio;Portable,High quality speaker
P1380,Marshall Emberton III,Marshall,Speakers,179,4.7,160,Classic Sound;Portable,Stylish speaker
P1381,Google Nest Hub Max 2,Google,Smart Home,229,4.6,180,Smart Display;AI Assistant;Camera,Smart home control hub
P1382,Amazon Echo Show 10,Amazon,Smart Home,249,4.7,200,Rotating Display;Alexa;Smart Control,Voice-controlled smart display
P1383,Philips Hue Starter Kit,Philips,Smart Home,199,4.8,220,Smart Lighting;RGB;App Control,Smart lighting ecosystem kit
P1384,TP-Link Deco XE75,TP-Link,Networking,299,4.7,160,WiFi 6E;Mesh System;Tri Band,High-speed home mesh WiFi
P1385,Netgear Nighthawk AX12,Netgear,Networking,349,4.6,140,WiFi 6;12-Stream;High Speed,Premium router for gaming
P1386,D-Link AX5400, D-Link,Networking,179,4.5,180,WiFi 6;Dual Band;Security,Affordable high-speed router
P1387,ASUS RT-AX88U Pro,ASUS,Networking,299,4.8,150,WiFi 6;Gaming Optimized,High-performance router
P1388,Google Nest Thermostat E,Google,Smart Home,129,4.6,210,Energy Saving;Smart Control,Smart temperature control
P1389,Ecobee Smart Thermostat Premium,Ecobee,Smart Home,249,4.8,140,AI Heating;Voice Control,Advanced climate control
P1390,Wyze Cam v4,Wyze,Smart Home,49,4.5,300,HD Camera;Night Vision;App Control,Budget security camera
,,,,,,,,
P1391,Apple AirTag Pro,Apple,Accessories,39,4.7,400,Tracking;Bluetooth;Precision Find,Smart item tracker
P1392,Samsung SmartTag 2,Samsung,Accessories,35,4.6,350,Bluetooth Tracker;Compact,Lost item tracking device
P1393,Tile Pro 2025,Tile,Accessories,29,4.5,500,Tracking;Replaceable Battery,Universal item tracker
P1394,Anker PowerCore 20K,Anker,Accessories,59,4.7,420,Fast Charging;USB-C;20,000mAh
P1395,Baseus 100W Charger,Baseus,Accessories,39,4.6,380,Fast Charging;USB-C;GaN,"High-speed charger, Portable power bank"
P1396,Ugreen Docking Station 12-in-1,Ugreen,Accessories,89,4.7,260,HDMI;USB-C;Ethernet,Laptop docking hub
P1397,Logitech StreamCam,Logitech,Accessories,149,4.6,220,1080p;Streaming;USB-C,Content creation camera
P1398,Razer Kraken V4,Razer,Headphones,129,4.6,210,Gaming Audio;RGB;Surround Sound,Gaming headset
P1399,Sony INZONE H9,Sony,Headphones,299,4.8,180,ANC;Gaming;Wireless,Premium gaming headset
P1400,Bose QC Ultra II,Bose,Headphones,449,4.9,160,ANC;Spatial Audio;Premium Sound,Next-gen noise cancelling headphones
,,,,,,,,
P1401,Hyundai Smart Dash Cam,Hyundai,Automotive,199,4.5,180,4K Recording;GPS;Night Vision,Car dashboard camera
P1402,Garmin Dash Cam 67W,Garmin,Automotive,249,4.7,150,Wide Angle;GPS;Voice Control,Advanced dash cam
P1403,BlackVue DR970X,BlackVue,Automotive,399,4.8,120,4K Cloud;Dual Camera,Premium car security cam
P1404,Tesla Wall Connector 3,Tesla,Automotive,499,4.9,90,EV Charging;Fast Charge,Home EV charger
P1405,ChargePoint Home Flex,ChargePoint,Automotive,549,4.8,110,EV Charger;WiFi;Smart Control,Electric vehicle charger
P1406,Blink EV Charger Lite,Blink,Automotive,399,4.6,130,Fast Charging;Smart App,Budget EV charger
P1407,Michelin Pilot Sport 5,Michelin,Automotive,199,4.8,220,High Grip;Performance Tire,Sports car tire
P1408,Goodyear Eagle F1,Goodyear,Automotive,189,4.7,240,Performance Tire;Wet Grip,High performance tire
P1409,Continental EcoContact 6,Continental,Automotive,149,4.6,260,Fuel Efficient;Durable,Economy tire
P1410,Bosch Car Battery 70Ah,Bosch,Automotive,129,4.6,300,Long Life;High Power,Automotive battery
,,,,,,,,
P1411,Philips Air Purifier 3000i,Philips,Home Appliances,299,4.8,180,HEPA Filter;Smart Sensor,Air purification system
P1412,Dyson Purifier Cool Gen2,Dyson,Home Appliances,499,4.9,140,Air Purifier;Cooling;Smart Control,Premium air purifier
P1413,LG Dual Inverter AC 1.5T,LG,Home Appliances,599,4.8,200,Inverter AC;Energy Saving,Efficient air conditioner
P1414,Daikin Split AC 1.5T,Daikin,Home Appliances,649,4.9,180,Fast Cooling;Silent Mode,Premium AC unit
P1415,Whirlpool Front Load Washer,Whirlpool,Home Appliances,399,4.7,220,Smart Wash;Energy Efficient,Automatic washing machine
P1416,IFB Dishwasher Elite,IFB,Home Appliances,449,4.6,160,Auto Clean;Eco Wash,Kitchen dishwasher
P1417,Prestige Induction Cooktop,Prestige,Kitchen Appliances,59,4.5,400,Fast Heating;Touch Control,Electric cooktop
P1418,Philips Steam Iron 7000,Philips,Home Appliances,79,4.6,350,Steam Boost;Auto Shutoff,Clothing iron
P1419,Kent RO Water Purifier,Kent,Home Appliances,199,4.7,300,RO UV UF;Water Purification,Drinking water purifier
P1420,Mi Robot Vacuum X10,Xiaomi,Home Appliances,299,4.8,210,AI Mapping;Auto Cleaning,Smart vacuum cleaner
,,,,,,,,
P1421,SteelSeries Apex Pro TKL,SteelSeries,Accessories,149,4.8,200,Mechanical;RGB;Adjustable Switch,Gaming keyboard
P1422,Corsair K100 RGB,Corsair,Accessories,199,4.9,180,Mechanical;Macro Keys;RGB,Premium keyboard
P1423,HyperX Cloud III,HyperX,Headphones,99,4.6,240,Gaming Audio;Comfort Fit,Affordable gaming headset
P1424,Jabra Elite 8 Active,Jabra,Headphones,179,4.7,190,Waterproof;ANC;Sports Fit,Active lifestyle earbuds
P1425,Beats Fit Pro 2,Beats,Headphones,199,4.7,210,ANC;Secure Fit;Apple H1,Sport earbuds
P1426,Anker Soundcore Boom 3i,Anker,Speakers,99,4.6,260,Portable;Bass;Waterproof,Outdoor speaker
P1427,JBL PartyBox 110,JBL,Speakers,299,4.8,180,Party Sound;LED Lights,High power speaker
P1428,Sony HT-S2000,Sony,Audio,399,4.7,150,Soundbar;Dolby Atmos,Home theater soundbar
P1429,Bose Soundbar 600,Bose,Audio,499,4.8,140,Surround Sound;Smart Audio,Premium soundbar
P1430,Marshall Stanmore III,Marshall,Speakers,279,4.8,160,Classic Design;Rich Sound,Premium home speaker
,,,,,,,,
P1431,Fitbit Luxe 2,Fitbit,Wearables,129,4.5,220,Slim Design;Health Tracking,Fashion fitness tracker
P1432,Garmin Edge 1040,Garmin,Wearables,599,4.8,130,Cycling GPS;Performance Metrics,Advanced cycling computer
